Descri??o Leg?vel do Hor?rio,Id,Nome,Descri??o Curta,Descri??o Longa,Data de Cria??o,Data de Atualiza??o,Publicado por,Projeto,Classifica??o Et?ria,Mais Informa??es,Tags,Linguagens,Verificado,Sub-T?tulo,Inscri??es,Pre?o,Tradu??o para LIBRAS,?udio descri??o,Site,Facebook,Twitter,Google+,Instagram,Nome da aba oportunidade,Usar a aba oportunidades?,Data Inicial,Data Final,Dura??o,Frequ?ncia,Hor?rio Inicial,Hor?rio Final,Repete-Domingo,Repete-Segunda,Repete-Ter?a,Repete-Quarta,Repete-Quinta,Repete-Sexta,Repete-S?bado,Espa?o,CEP,Logradouro,N?mero,Complemento,Bairro,Munic?pio,Estado
"Todo dom, seg, ter, qua, qui, sex e s?b de 5 de novembro a 2 de dezembro de 2019 ?s 18:00",2090,Exposição Por Elas,Na ultima edi??o da exposi??o Por Elas em 2019 na cidade de Londrina n?s do coletivo Por Elas estaremos levando nossas fotos at? o tradicional Bar Valentino. Convidamos todas e todos a visitarem nossa exposi??o entre os dias 05/11 e 02/12.,,2019-10-15 10:03:10,2019-10-15 10:09:37,Náthali Abatti ,PorElas,16 anos,(43) 99197-0900,,Exposi??o,false,Bar Valentino,,,,,https://www.facebook.com/porelaspor/,,,,,,,2019-11-05,2019-12-02,,,18:00,18:00,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Bar Valentino,Rua Prefeito Faria Lima,486,PR,,,,
Dia 23 de outubro de 2019 ?s 19:00,2093,Conversa-Oficina “Contar Histórias para reinventar mundos”,Conversa-Oficina Contar Hist?rias para reinventar mundos ,,2019-10-15 10:08:05,2019-10-16 12:34:40,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3305-7800,Conversa-oficina,Curso ou Oficina,false,,"Com inscri??es antecipadas e gratuitas pelos fones (43) 3305-7824 / 3305-7800. Para emiss?o de certificado, custo de doa??o de 2 quilos de ra??o para cachorro em prol do abrigo A Casa dos 240 C?es ",gratuito,,,,,,,,,,2019-10-23,,120,Uma vez,19:00,21:00,,,,Sim,,,,SESC LONDRINA,Rua Fernando de Noronha,264,PR,,,,
Dia 24 de outubro de 2019 ?s 18:00,2094,"Palestra “Temas supremos e existenciais: morte, solidão, desejo e sexualidade no imaginário infantil”, com Luis Henrique Mioto","Palestra Temas supremos e existenciais: morte, solid?o, desejo e sexualidade no imagin?rio infantil , com Luis Henrique Mioto",,2019-10-15 10:14:36,2019-10-15 10:15:55,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3305-7800,"Luis Henrique Mioto, imagin?rio infantil, Temas supremos e existenciais","Palestra, Debate ou Encontro",false,,"Com inscri??es antecipadas e gratuitas pelos fones (43) 3305-7824 / 3305-7800. Para emiss?o de certificado, custo de doa??o de 2 quilos de ra??o para cachorro em prol do abrigo A Casa dos 240 C?es ",gratuito,,,,,,,,,,2019-10-24,,120,Uma vez,18:00,20:00,,,,,Sim,,,SESC LONDRINA,Rua Fernando de Noronha,264,PR,,,,
Dia 24 de outubro de 2019 ?s 20:00,2095,"Debate “As políticas públicas, as leis de incentivo e o papel do mercado na formação de leitores”","Debate As pol?ticas p?blicas, as leis de incentivo e o papel do mercado na forma??o de leitores ",,2019-10-15 10:19:52,2019-10-16 12:34:51,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3305-7800,"papel do mercado na forma??o de leitores, Leis de incentivo, Pol?ticas p?blicas","Palestra, Debate ou Encontro",false,,"Com inscri??es antecipadas e gratuitas pelos fones (43) 3305-7824 / 3305-7800. Para emiss?o de certificado, custo de doa??o de 2 quilos de ra??o para cachorro em prol do abrigo A Casa dos 240 C?es ",gratuito,,,,,,,,,,2019-10-24,,120,Uma vez,20:00,22:00,,,,,Sim,,,SESC LONDRINA,Rua Fernando de Noronha,264,PR,,,,
Dia 25 de outubro de 2019 ?s 19:30,2097,Palestra de encerramento “Contar para transformar”,Palestra de encerramento Contar para transformar ,,2019-10-15 10:45:26,2019-10-16 12:34:59,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3305-7800,"Tiago Souza, Samantha Abreu, Semana Nacional do Livro e da Biblioteca, Contar para transformar","Palestra, Debate ou Encontro, Livro e Literatura",false,,"Com inscri??es antecipadas e gratuitas pelos fones (43) 3305-7824 / 3305-7800. Para emiss?o de certificado, custo de doa??o de 2 quilos de ra??o para cachorro em prol do abrigo A Casa dos 240 C?es ",gratuito,,,,,,,,,,2019-10-25,,120,Uma vez,19:30,21:30,,,,,,Sim,,SESC LONDRINA,Rua Fernando de Noronha,264,PR,,,,
Dia 19 de outubro de 2019 ?s 16:00,2100,Sarau Primaveral das Artes,"Para comemorar a Primavera com m?sica, cinema, teatro, poesia e artes gr?ficas. Dia 19/10/19 das 16 ?s 21 horas no Museu Hist?rico de Londrina.",,2019-10-15 15:55:28,2019-10-16 11:04:09,Museu Historico de Londrina ,,Livre,(43) 3323-0082,,"Livro e Literatura, Artes Visuais, Dan?a, Cinema, M?sica Popular, Teatro",false,"Primavera com m?sica, cinema, poesia, dan?a, artes gr?ficas e teatro.",gratuito,gratuito,,,,,,,,,,2019-10-19,,300,Uma vez,16:00,21:00,,,,,,,Sim,Museu Histórico de Londrina,"Antiga esta??o ferrovi?ria, R. Benjamin Constant",900,PR,,,,
Dia 19 de outubro de 2019 ?s 09:00,2102,"Oficina de ""não-escrita"" criativa","Oficina de ""n?o escrita"" criativa, prop?e produzir textos narrativos curtos. l?-los e coment?-los, de forma descontra?da e n?o acad?mica. ? necess?rio levar um conto curto. Dia 19/10 das 9 ?s 12 horas no Museu Hist?rico de Londrina.",,2019-10-15 16:05:57,2019-10-15 16:07:24,Museu Historico de Londrina ,,Livre,(43) 3323-0082,,Outros,false,Produ??o de textos narrativos curtos.,gratuito,gratuito,,,,,,,,,,2019-10-19,,180,Uma vez,09:00,12:00,,,,,,,Sim,Museu Histórico de Londrina,"Antiga esta??o ferrovi?ria, R. Benjamin Constant",900,PR,,,,
Dia 19 de outubro de 2019 ?s 14:00,2103,Encontro sobre Poesia e Sonoridade,"Nesse encontro ser?o discutidos os elementos constitutivos do g?nero po?tico que est?o ligados ? quest?es da sonoridade, da musicalidade e da oraliza??o. Haver? a leitura perfom?tica de alguns poemas. Dia 19/10/2019 dsa 14 ?s 16 horas no Museu Hist?rico de Londrina.",,2019-10-15 16:11:47,2019-10-15 16:13:18,Museu Historico de Londrina ,,Livre,(43) 3323-0082,,Outros,false,Poesias.,gratuito,gratuito,,,,,,,,,,2019-10-19,,120,Uma vez,14:00,16:00,,,,,,,Sim,Museu Histórico de Londrina,"Antiga esta??o ferrovi?ria, R. Benjamin Constant",900,PR,,,,
"Dia 19 de outubro de 2019 ?s 16:30 e 19:30. Entrada gratuita, retirada 30 min antes",2104,"BRISA Te Convida: ""Balada de um Palhaço""","Gra?as ? parceria com o Centro Cultural SESI/AML, em outubro o projeto promove a pe?a teatral com texto Pl?nio Marcos ""Balada de um Palha?o"": Menel?o, dono de um circo decadente, almeja o alcance de lucros para suprir seus prazeres mundanos, enquanto Bobo Plin, um palha?o, busca por sua alma, pelo prazer em fazer art?stico e por um p?blico cr?tico e sens?vel ? sua criatividade e liberdade.","O projeto BRISA promove a inclus?o sociocultural e visa proporcionar ?s pessoas que est?o em situa??o de rua ou acolhimento institucional (abrigos), bem como ? comunidade em geral, acesso ?s produ??es art?sticas de Londrina e regi?o em suas diversas linguagens art?stico-culturais. Como novidade para esta edi??o, o projeto ir? promover 04 (quatro) espet?culos art?sticos de grupos locais com trabalhos j? consolidados/reconhecidos, com intuito de levar o p?blico alvo  as pessoas em situa??o de rua ou abrigo - at? as apresenta??es, que ir?o acontecer em Teatros e/ou equipamentos culturais da cidade de Londrina. Gra?as ? parceria com o Centro Cultural SESI/AML, em outubro o projeto promove a pe?a teatral com texto Pl?nio Marcos ""Balada de um Palha?o"": Menel?o, dono de um circo decadente, almeja o alcance de lucros para suprir seus prazeres mundanos, enquanto Bobo Plin, um palha?o, busca por sua alma, pelo prazer em fazer art?stico e por um p?blico cr?tico e sens?vel ? sua criatividade e liberdade de express?o, por subverter os esp?ritos da gente que o assiste. Di?logo de surdos, embate entre o ser e o ter... a arte comprometida e a arte mercadoria.",2019-10-16 12:44:15,2019-10-16 14:14:52,Fundação Cultura Artística de Londrina ,ProjetoBrisa:SarausArt?sticos,16 anos,,,Teatro,false,Autor: Pl?nio Marcos,,Gratuito,,,,,,,,,,2019-10-19,,50,Uma vez,16:30,17:20,,,,,,,Sim,Centro Cultural SESI - AML,Rua Maestro Eg?dio Camargo do Amaral,130,,PR,,,
Diariamente de 1 a 31 de outubro de 2019 ?s 09:00,2106,Exposição: “Só os TOPs: livros de literatura infantil e infantojuvenil premiados”,Exposi??o: S? os TOPs: livros de literatura infantil e infantojuvenil premiados ,,2019-10-16 14:22:33,2019-10-16 14:25:31,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3371-6603,"Literatura infantojuvenil, Literatura infantil, Biblioteca Infantil de Londrina, Livros premiados","Livro e Literatura, Exposi??o",false,,Aberto a comunidade. N?o ? necess?rio inscri??o,gratuito,,,,,,,,,,2019-10-01,2019-10-31,480,Diariamente,09:00,17:00,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Biblioteca Pública Infantil de Londrina,Pra?a 1º de Maio,110,PR,,,,
Dia 23 de outubro de 2019 ?s 10:00,2108,Contação de Histórias com Flávia Harue,Conta??o de Hist?rias com Fl?via Harue,,2019-10-16 15:59:06,2019-10-17 13:57:15,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3371-6603,"Semana Nacional do Livro e da Biblioteca, Fl?via Harue, Conta??o de hist?rias",Livro e Literatura,false,,"N?o ? necess?rio fazer inscri??o pr?via, basta comparecer na Biblioteca Infantil na hora do evento",gratuito,,,,,,,,,,2019-10-23,,60,Uma vez,10:00,11:00,,,,Sim,,,,Biblioteca Pública Infantil de Londrina,Pra?a 1º de Maio,110,PR,,,,
Dia 24 de outubro de 2019 ?s 14:00,2109,Contação de histórias e Oficina de artes “O mágico japonês” com Paulo Tio,Conta??o de hist?rias e Oficina de artes O m?gico japon?s  com Paulo Tio,,2019-10-16 16:07:40,2019-10-24 15:32:16,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3371-6603,"O m?gico japon?s, Semana Nacional do Livro e da Biblioteca, Paulo Tio, Oficina de artes, Conta??o de hist?rias",Livro e Literatura,false,,"N?o requer inscri??o pr?via, basta comparecer na Biblioteca Infantil pouco antes do evento come?ar para participar do evento",gratuito,,,,,,,,,,2019-10-24,,120,Uma vez,14:00,16:00,,,,,Sim,,,Biblioteca Pública Infantil de Londrina,Pra?a 1º de Maio,110,PR,,,,
Dia 26 de outubro de 2019 ?s 09:00,2111,Wing’s St. James 2019,"Universidades de v?rios continentes e ag?ncias de interc?mbio participar?o de apresenta??es sobre oportunidades de estudos em diferentes pa?ses, abertas ao p?blico","O interesse dos jovens em estudos no exterior vem crescendo, assim como a busca por informa??es sobre como ser aceito nas universidades internacionais. Foi pensando em ampliar o acesso das fam?lias em Londrina sobre as institui??es de ensino fora do Brasil, que a St. James  International School vai realizar, no dia 26 de outubro, das 9 ?s 13 horas, a edi??o do Wing s St. James 2019, evento criado para aproximar o estudante das universidades internacionais. A abertura do evento ser? realizada por Felipe Fonseca, ? frente da consultoria educacional Daqui pra Fora, com sede em S?o Paulo, abordando o valor da internacionaliza??o dos estudos. Em seguida, alunos da St. James  que realizaram interc?mbio no MIT - Instituto de Tecnologia de Massachusetts, no in?cio deste ano, apresentam os trabalhos executados com ferramentas de design thinking sobre o tema sustentabilidade ambiental. A partir das 10 horas e at? ?s 13 horas, haver? apresenta??es simult?neas com representantes de universidades da Espanha e Holanda, Austr?lia e Nova Zel?ndia, Jap?o e China, Alemanha, Portugal e Canad?. Os participantes v?o interagir ainda com apresenta??es sobre interc?mbios de High School e processos para estudos e bolsas no exterior. Prop?sito e inova??o Ainda como programa??o do Wing s, os alunos da educa??o infantil ao fundamental II far?o exposi??es sobre o tema prop?sito e inova??o, pilares da St. James  para o desenvolvimento dos alunos na prepara??o para o futuro mercado de trabalho. O prop?sito na educa??o infantil abrange temas envolvendo Bem-Estar, Sa?de e Qualidade de Vida, com apresenta??es sobre pr?ticas de higiene, alimenta??o saud?vel, melhorias do sistema imunol?gico e medita??o. O Fundamental I aborda o prop?sito dos relacionamentos e da conviv?ncia, desenvolvendo temas que envolvem rela??es na fam?lia, com o outro, com atividades culturais e com as oportunidades que se abrem com o estudo bil?ngue. No Fundamental II o prop?sito ? a sustentabilidade ambiental com tem?ticas sobre plantio de ?rvores, uso racional da ?gua, permeabilidade de pisos, telhado verde e telhado branco. A presen?a no Wings  St. James  ? gratuita. O evento acontece na sede da St. James International School, na Rua Gil de Abreu, 1850, Zona Sul. Servi?o: Wing s St. James Dia 26 de outubro, das 9 ?s 13 horas St. James  International School - Rua Gil de Abreu, 1850",2019-10-18 11:55:03,2019-10-18 12:01:48,Crcom Comunicação ,,Livre,,,Outros,false,Escola internacional realiza evento sobre experi?ncias de estudos no exterior,,0,,,,,,,,,,2019-10-26,,240,Uma vez,09:00,13:00,,,,,,,Sim,St. James’ International School ,,,,,,,
Dia 19 de outubro de 2019 ?s 09:00,2112,ARTE- TRANSFORMAÇÃO,"Encontro de Professores da educa??o Infantil, com a oficina de pigmentos naturais e um bate papo sobre o valor e os m?ltiplos caminhos da arte na inf?ncia.","Encontro de professores de educa??o infantil Nessa manh? de s?bado de primavera vamos reunir professores que queiram saber um pouco mais sobre a pesquisa do projeto Arte-transforma??o na educa??o infantil. Realizaremos uma oficina de pigmentos naturais e um bate-papo sobre o valor da arte para as crian?as pequenas e ""suas linguagens expressiva, comunicativa, simb?lica, cognitiva, ?tica, metaf?rica, l?gica, imaginativa e relacional"" (Reggio Children, 2010). Uma manh? de inspira??es e reflex?es importantes para n?s educadores das crian?as de 3 a 5 anos. Ser? emitido certificado de participa??o para os inscritos que solicitarem",2019-10-18 15:10:28,2019-10-18 15:24:18,Alexandre Simioni ,,Livre,(43) 3024-3330,,"Palestra, Debate ou Encontro, Exposi??o",false,Encontro de Professores da Educa??o Infantil.,www.sympla.com.br/o-valor-dos-multiplos-caminhos-da-arte-na-infancia---encontro-de-professores-e-mostra-fotografica__673495,gratuito,,,,,,,,,,2019-10-19,,180,Uma vez,09:00,12:00,,,,,,,Sim,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
1ª oficina das 14:00 ?s 15:30 - * apenas 12 vagas.,2113,Oficina de Origami com Origamito San,"Origamito San, embaixador da Arte do Origami, traz ao Sol?rio Carlos Cascaldi duas oficinas de origami, do tradicional tsuru (gar?a), narra a milenar Lenda das Mil Gar?as, e exibe e demonstra como ornamentar um Senbazuru (Mil Gar?as).",,2019-10-18 21:02:43,2019-10-22 16:31:59,MANOEL JOSÉ DA SILVA ,,10 anos,(43) 99971-2392,"OFICINA, ORIGAMITO SAN, TSURU, SENBAZURU, LENDAS, ORIGAMI",Curso ou Oficina,false,O Tsuru e a Lenda das Mil Gar?as,"Diretamente com Origamito San, via mensagem de texto no WhatsApp n?mero (43) 99971-2392.",gratuito,N?o,N?o,http://www.origamito.com.br,,,,,,,2019-10-24,,90,Uma vez,14:00,15:30,,,,,Sim,,,Solarium Carlos Cascaldi,Rua Maestro Egydio do Amaral - Pra?a Primeiro de Maio,110,PR,,,,
2ª oficina das 16:00 ?s 17:30 - * apenas 12 vagas.,2113,Oficina de Origami com Origamito San,"Origamito San, embaixador da Arte do Origami, traz ao Sol?rio Carlos Cascaldi duas oficinas de origami, do tradicional tsuru (gar?a), narra a milenar Lenda das Mil Gar?as, e exibe e demonstra como ornamentar um Senbazuru (Mil Gar?as).",,2019-10-18 21:02:43,2019-10-22 16:31:59,MANOEL JOSÉ DA SILVA ,,10 anos,(43) 99971-2392,"OFICINA, ORIGAMITO SAN, TSURU, SENBAZURU, LENDAS, ORIGAMI",Curso ou Oficina,false,O Tsuru e a Lenda das Mil Gar?as,"Diretamente com Origamito San, via mensagem de texto no WhatsApp n?mero (43) 99971-2392.",gratuito,N?o,N?o,http://www.origamito.com.br,,,,,,,2019-10-24,,90,Uma vez,16:00,17:30,,,,,Sim,,,Solarium Carlos Cascaldi,Rua Maestro Egydio do Amaral - Pra?a Primeiro de Maio,110,PR,,,,
Diariamente de 26 a 27 de outubro de 2019 ?s 10:00 - Evento Pintura Mural Cemit?rio S?o Pedro,2115,Festival de Graffiti,"O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via.","O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via. A a??o conta com a parceria do Aero Circus Escola de Circo de Londrina e Prefeitura de Londrina, por meio da Secretaria Municipal de Cultura e da Acesf (Administra??o dos Cemit?rios e Servi?os Funer?rios de Londrina). A programa??o vai contar com pintura do muro da Escola de Circo, workshop, roda de conversa e pintura do muro central do cemit?rio S?o Pedro. A agenda completa pode ser conferida no instagram. No ?ltimo dia do evento (27), parte da Avenida Rio de Janeiro vai ser fechada para a realiza??o da pintura do muro do cemit?rio S?o Pedro e outras atividades que acontecer?o simultaneamente. A apresenta??o vai ser livre para todos os p?blicos. O festival conta com artistas de S?o Paulo, Santa Catarina, Bras?lia, Amazonas, Chile, Peru, Minas Gerais, Rio de Janeiro e Rio Grande do Norte. Para o coordenador do festival, Tadeu Roberto, o objetivo do evento ? levar a arte para o londrinense. ""Vamos contar com troca de informa??es e t?cnicas entre artistas de outras cidades e estados"", explica. Em Londrina esse j? ? o quarto evento de graffitti, mostrando a diversidade da arte urbana. ""Estamos proporcionando e dando visibilidade para a arte urbana londrinense, a cidade tem ficado conhecida por eventos como esse"", frisa o secret?rio Municipal de Cultura, Caio Cesario. N.com",2019-10-21 13:29:14,2019-10-23 12:39:49,Rodrigo Cesar Dias ,,Livre,,,"Exposi??o, Hip Hop, Artes Visuais",false,,,Gratuito,,,,,,,,,,2019-10-26,2019-10-27,480,Diariamente,10:00,18:00,Sim,,,,,,Sim,Muro - Cemitério São Pedro,Avenida Rio de Janeiro,PR,,,,,
Dia 25 de outubro de 2019 ?s 10:00 Workshop Gratuito,2115,Festival de Graffiti,"O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via.","O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via. A a??o conta com a parceria do Aero Circus Escola de Circo de Londrina e Prefeitura de Londrina, por meio da Secretaria Municipal de Cultura e da Acesf (Administra??o dos Cemit?rios e Servi?os Funer?rios de Londrina). A programa??o vai contar com pintura do muro da Escola de Circo, workshop, roda de conversa e pintura do muro central do cemit?rio S?o Pedro. A agenda completa pode ser conferida no instagram. No ?ltimo dia do evento (27), parte da Avenida Rio de Janeiro vai ser fechada para a realiza??o da pintura do muro do cemit?rio S?o Pedro e outras atividades que acontecer?o simultaneamente. A apresenta??o vai ser livre para todos os p?blicos. O festival conta com artistas de S?o Paulo, Santa Catarina, Bras?lia, Amazonas, Chile, Peru, Minas Gerais, Rio de Janeiro e Rio Grande do Norte. Para o coordenador do festival, Tadeu Roberto, o objetivo do evento ? levar a arte para o londrinense. ""Vamos contar com troca de informa??es e t?cnicas entre artistas de outras cidades e estados"", explica. Em Londrina esse j? ? o quarto evento de graffitti, mostrando a diversidade da arte urbana. ""Estamos proporcionando e dando visibilidade para a arte urbana londrinense, a cidade tem ficado conhecida por eventos como esse"", frisa o secret?rio Municipal de Cultura, Caio Cesario. N.com",2019-10-21 13:29:14,2019-10-23 12:39:49,Rodrigo Cesar Dias ,,Livre,,,"Exposi??o, Hip Hop, Artes Visuais",false,,,Gratuito,,,,,,,,,,2019-10-25,,360,Uma vez,10:00,16:00,,,,,,Sim,,Concha Acústica,Pra?a Primeiro de Maio,PR,,,,,
Dia 25 de outubro de 2019 ?s 18:00 Roda de Conversa,2115,Festival de Graffiti,"O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via.","O coletivo de graffiti Cap Style Crew, que comera 17 anos, promove o Festival de Graffiti em Londrina. A abertura ser? nesta quarta-feira (23), ?s 10h, na Escola de Circo e Centro Cultural da zona norte, que fica localizada na Avenida Saul Elkind, 790. O evento ? gratuito e n?o precisa de inscri??o pr?via. A a??o conta com a parceria do Aero Circus Escola de Circo de Londrina e Prefeitura de Londrina, por meio da Secretaria Municipal de Cultura e da Acesf (Administra??o dos Cemit?rios e Servi?os Funer?rios de Londrina). A programa??o vai contar com pintura do muro da Escola de Circo, workshop, roda de conversa e pintura do muro central do cemit?rio S?o Pedro. A agenda completa pode ser conferida no instagram. No ?ltimo dia do evento (27), parte da Avenida Rio de Janeiro vai ser fechada para a realiza??o da pintura do muro do cemit?rio S?o Pedro e outras atividades que acontecer?o simultaneamente. A apresenta??o vai ser livre para todos os p?blicos. O festival conta com artistas de S?o Paulo, Santa Catarina, Bras?lia, Amazonas, Chile, Peru, Minas Gerais, Rio de Janeiro e Rio Grande do Norte. Para o coordenador do festival, Tadeu Roberto, o objetivo do evento ? levar a arte para o londrinense. ""Vamos contar com troca de informa??es e t?cnicas entre artistas de outras cidades e estados"", explica. Em Londrina esse j? ? o quarto evento de graffitti, mostrando a diversidade da arte urbana. ""Estamos proporcionando e dando visibilidade para a arte urbana londrinense, a cidade tem ficado conhecida por eventos como esse"", frisa o secret?rio Municipal de Cultura, Caio Cesario. N.com",2019-10-21 13:29:14,2019-10-23 12:39:49,Rodrigo Cesar Dias ,,Livre,,,"Exposi??o, Hip Hop, Artes Visuais",false,,,Gratuito,,,,,,,,,,2019-10-25,,180,Uma vez,18:00,21:00,,,,,,Sim,,Auditório Vilanova Artigas,110,PR,,,,,
Dia 26 de outubro de 2019 ?s 20:30,2116,"""Terra Desmedida"" se apresenta no Conservatório das Artes",Nossos corpos embriagados de calor humano e ?gua turva dan?am o amor e a guerra sobre o leite derramado Escolhemos correr o risco estamos a um passo da linha de frente O inimigo nos avista do espelho,"TERRA DESMEDIDA Data: 26/10 (S?bado) Hor?rio: 20h30 Local: Conservat?rio das Artes Rua Par?, 2086, Quebec, Londrina A torre da estrela maior desmoronou, sua energia est? prestes a se esgotar, n?o h? mais sonhos por aqui, s? abismos, fome, sede e calafrios. O ser humano dessa terra desmedida ter? que se reconstruir, apropriar-se de novos s?mbolos, inventar novos ritos... No momento, encontra-se em estado de desespero diante de sua ?nica certeza iminente: a morte. O mundo anterior a tudo isso, se autodestruiu, n?o tinha mais por onde continuar existindo. O espet?culo questiona a crueldade instaurada nas rela??es humanas. Partindo de um contexto de opress?o e vulnerabilidade em uma sociedade p?s-apocal?ptica, apresenta situa??es envolvendo disputa por alimentos, terras, conhecimentos ancestrais e rela??es de poder, para evidenciar a repeti??o de ciclos de transmigra??es entre povos sobreviventes como possibilidade de reden??o. Sinopse: Nossos corpos embriagados de calor humano e ?gua turva dan?am o amor e a guerra sobre o leite derramado Escolhemos correr o risco estamos a um passo da linha de frente O inimigo nos avista do espelho Ficha T?cnica: Elenco: Herbert Proen?a, Mel Campus, Pedro Jos? e Rafael Avansini Dire??o: Everton Bonfim Prepara??o corporal: Danilo Lagoeiro e Everton Bonfim Dramaturgia: Cria??o coletiva Consultoria musical: Jo?o de Carvalho Oficinas de cria??o: Thiago Abel e Tauane Alamino Concep??o de cen?rio e ilumina??o: Everton Bonfim Figurino e Cenografia: Rog?rio Francisco Costa Marceneiro: Den Braen Serralheiros: Carlos Miguel da Silva e Luis Rossi Costuras: Josyane Barand?o, Rog?rio Francisco Costa e o grupo Arte: Carolina Sanches Fotografia: Jaqueline Vieira Registro audiovisual: Danilo Lagoeiro Patroc?nio: PROMIC  Lei Municipal de Incentivo ? Cultura Apoio: Vila Cultural Alma Brasil, Canto do MARL Realiza??o: Teatro de Garagem Londrina 2019 Textos: Gilles Deleuze e Felix Guatarri. Acerca do Ritornelo, em Mil Plat?s Vol. 4 Am?rico Ros?rio de Souza. O Cavaleiro das Brumas Everton Bonfim Can??es: Hymnus in Iohannen (Hino a S?o Jo?o) (Paulo Di?cono, s?culo VIII / registrado por Guido D´Arezzo, s?culo XI) On?a (Juca do Bolo) Duerme Negrito (Atahualpa Yupanqui / Hector Chavero) Que lindas manitos (Can??o popular espanhola) M?ezinha do C?u (Dom?nio P?blico) Fui no Toror? (Dom?nio P?blico) O Fortuna  Carmina Burana (An?nimo, s?c XI-XIII / Carl Orff, s?c. XX / Tradu??o e arranjo: Jo?o de Carvalho, s?c XXI)",2019-10-22 16:58:37,2019-10-22 17:16:44,Herbert Proença ,"MontagemDesmedida,Cia.TeatrodeGaragem",16 anos,(43) 99674-8524,,Teatro,false,Cia. Teatro de Garagem continua circula??o da pe?a pela cidade,Entrada gratuita,Entrada Gratuita.,N?o,N?o,https://www.facebook.com/events/426411671350563/?notif_t=plan_admin_added¬if_id=1571754723070689,,,,,,,2019-10-26,,60,Uma vez,20:30,21:30,,,,,,,Sim,Conservatório Das Artes Londrinense,rua Para,2086,PR,,,,
